업태명,소재지지번,소재지전화번호,영업일,소재지도로명,메뉴,시군구코드,업소명
분식,서울특별시 강남구 삼성동 158번지 10호,,영업시간 정보가 없습니다.,서울특별시 강남구 테헤란로87길 17 1층 106호 (삼성동 마젤란21아스테리움),메뉴 정보가 없습니다.,11680,얌샘김밥
분식,서울특별시 강남구 삼성동 159번지 6호 한국도심공항터미널 지하1층-Q101,,매일,서울특별시 강남구 테헤란로87길 22 지하1층 Q101호 (삼성동 한국도심공항터미널),보리굴비정식,11680,소풍
,,,오전 11시 30분 - 오후 8시 30분 (브레이크타임 3시(부터)-5시(까지)),,"22,000원",,
,,,,,간장게장정식,,
,,,,,"29,000원",,
,,,,,주꾸미정식,,
,,,,,"12,000원",,
분식,서울특별시 강남구 삼성동 159번지 6호 한국도심공항터미널 지하1층Q124호,,매일,서울특별시 강남구 테헤란로87길 22 지하1층 Q124호 (삼성동 한국도심공항터미널),차돌박이 떡볶이 (SMALL),11680,사이드쇼(sideshow)
,,,오전 11시 - 오후 10시 (Last order 20:40),,"19,000원",,
,,,,,차돌박이 떡볶이 (MEDIUM),,
,,,,,"21,000원",,
,,,,,통오징어 떡볶이 (SMALL),,
,,,,,"19,000원",,
분식,서울특별시 강남구 삼성동 159번지 9호,02 551 5855,영업시간 정보가 없습니다.,서울특별시 강남구 테헤란로87길 36 지하1층 B15호 (삼성동),메뉴 정보가 없습니다.,11680,하꼬야 코엑스점
분식,,02 34667788,영업시간 정보가 없습니다.,서울특별시 강남구 테헤란로87길 58 지상6층 (삼성동 컨벤션별관),메뉴 정보가 없습니다.,11680,갤러리아스넥바
분식,서울특별시 강남구 대치동 943번지 24호 지상1층106호,02-2051-1009,야채김밥,서울특별시 강남구 테헤란로88길 10 (대치동지상1층106호),메뉴 정보가 없습니다.,11680,김밥천국
,,,"2,000원",,,,
,,,참치마요김밥,,,,
,,,"3,500원",,,,
,,,새우날치알김밥,,,,
,,,"4,500원",,,,
분식,서울특별시 강남구 대치동 943번지 24호 신안메트로칸 지상1층-104,,"월-금,토",서울특별시 강남구 테헤란로88길 10 104호 (대치동신안메트로칸 지상1층),진달래,11680,한솥도시락
,,,오전 8시 - 오후 8시,,"7,000원",,
,,,토요일,,새치 고기고기,,
,,,오전 8시 - 오후 2시,,"6,000원",,
,,,,,동백,,
,,,,,"5,000원",,
분식,서울특별시 강남구 대치동 956번지 6호 1층,02 5654036,원조김밥,서울특별시 강남구 테헤란로88길 22 1층 (대치동),메뉴 정보가 없습니다.,11680,푸드카페
,,,"2,500원",,,,
,,,야채김밥,,,,
,,,"3,000원",,,,
,,,김치김밥,,,,
,,,"3,000원",,,,
분식,서울특별시 강남구 역삼동 823번지 11호 지상1층102호,,무한리필 대인,서울특별시 강남구 테헤란로8길 13 (역삼동지상1층102호),메뉴 정보가 없습니다.,11680,멀티분식
,,,"13,900원",,,,
,,,무한리필 소인 (5~7세),,,,
,,,"8,000원",,,,
분식,서울특별시 강남구 역삼동 824번지 29호,,매일,서울특별시 강남구 테헤란로8길 22 지상1층 102호 (역삼동),키토김밥,11680,보슬보슬
,,,오전 8시 - 오후 9시 (재료소진시 마감),,"5,000원",,
,,,,,크래미키토김밥,,
,,,,,"6,000원",,
,,,,,베이컨키토김밥,,
,,,,,"6,000원",,
분식,서울특별시 강남구 역삼동 827번지 49호 송강원빌딩,,매일,서울특별시 강남구 테헤란로8길 28 지상1층 (역삼동),무공돈까스,11680,무공돈까스
,,,오전 11시 30분 - 오후 8시 30분 (브레이크타임 (15:00~17:00)),,"7,900원",,
,,,,,치즈돈까스,,
,,,,,"6,900원",,
분식,서울특별시 강남구 역삼동 827번지 49호 송강원빌딩,,영업시간 정보가 없습니다.,서울특별시 강남구 테헤란로8길 28 지상1층 (역삼동),메뉴 정보가 없습니다.,11680,무공돈까스 역삼점
분식,서울특별시 강남구 역삼동 827번지 67호,,영업시간 정보가 없습니다.,서울특별시 강남구 테헤란로8길 46 (역삼동),메뉴 정보가 없습니다.,11680,프리버드이(2)
분식,서울특별시 강남구 역삼동 823번지 3호,070 44564911,영업시간 정보가 없습니다.,서울특별시 강남구 테헤란로8길 7 (역삼동),메뉴 정보가 없습니다.,11680,비스트플래닛
분식,서울특별시 강남구 논현동 127번지 0호,02-0549-2473,월-금,서울특별시 강남구 학동로 158 (논현동),찐만두,11680,만두의 전설
,,,오전 11시 - 오후 9시 (오후8시40분마감),,"7,000원",,
,,,토요일,,떡만두국,,
,,,오전 11시 - 오후 8시 (오후7시40분마감),,"8,000원",,
,,,,,만두국,,
,,,,,"8,000원",,
분식,서울특별시 강남구 논현동 58번지 2호 지상1층110111호,02 7311852,매일,서울특별시 강남구 학동로 165 (논현동지상1층110111호),메뉴 정보가 없습니다.,11680,참맛식당
,,,오전 11시 - 오후 9시,,,,
분식,서울특별시 강남구 논현동 58번지 2호,,매일,서울특별시 강남구 학동로 165 지상1층 108호 (논현동 마일스디오빌),김가네김밥,11680,김가네
,,,오전 6시 30분 - 오후 9시 30분,,돈까스롤김밥,,
,,,,,멸추김밥,,
분식,서울특별시 강남구 논현동 89번지 19호 지상1층,,매일,서울특별시 강남구 학동로 221 (논현동지상1층),한우나주곰탕,11680,나주곰탕
,,,24시간 영업,,"8,000원",,
,,,,,얼큰곰탕,,
,,,,,"8,000원",,
,,,,,만두곰탕,,
,,,,,"8,000원",,
분식,서울특별시 강남구 논현동 89번지 18호 지상1층,02 516 0083,다옴김밥,서울특별시 강남구 학동로 223 (논현동지상1층),메뉴 정보가 없습니다.,11680,다옴
,,,"3,000원",,,,
,,,참치김밥/날치알 고추냉이감밥/마늘김밥/진미김밥,,,,
,,,"4,000원",,,,
,,,매콤참치김밥/치즈스틱김밥/날치알 피망김밥/멸추김밥/불고기김밥/등심돈까스김밥/스테이크김밥/견과류김밥,,,,
분식,서울특별시 강남구 논현동 89번지 18호 지상2층,02 516 3695,영업시간 정보가 없습니다.,서울특별시 강남구 학동로 223 지상2층 (논현동),메뉴 정보가 없습니다.,11680,강남옛날돈까스즉석떡볶이
분식,서울특별시 강남구 논현동 241번지 1호 강남파라곤 지하1층 114호,,매일,서울특별시 강남구 학동로 338 (논현동강남파라곤 지하1층 114호),멸치국수,11680,무아국수
,,,오전 10시 30분 - 자정 12시 (명절 휴무),,"4,500원",,
,,,,,김치고기전,,
,,,,,"10,000원",,
,,,,,돼지숙주볶음,,
,,,,,"13,000원",,
분식,서울특별시 강남구 논현동 241번지 1호,,영업시간 정보가 없습니다.,서울특별시 강남구 학동로 338 지하1층 SB113호 (논현동),메뉴 정보가 없습니다.,11680,오가고
분식,서울특별시 강남구 논현동 241번지 3호,,매일,서울특별시 강남구 학동로 342 지상1층 105호 (논현동 강남구청역 에스케이 허브 블루),싸다김밥,11680,싸다김밥 강남구청역점
,,,24시간 영업,,"2,000원",,
,,,,,즉석우동,,
,,,,,"5,000원",,
,,,,,국물떡볶이,,
,,,,,"4,500원",,
분식,서울특별시 강남구 논현동 119번지 포바강남타워,,영업시간 정보가 없습니다.,서울특별시 강남구 학동로 343 지하1층 B101호 (논현동),메뉴 정보가 없습니다.,11680,청년다방 강남구청역점
분식,서울특별시 강남구 청담동 41번지 2호 지하1층,,"월-금,토",서울특별시 강남구 학동로 401 (청담동지하1층),철판두루치기,11680,행복한밥상
,,,오전 11시 - 오후 9시 (점심:11시~15시저녁:17시~21시),,"8,000원",,
,,,휴무일,,고등어,,
,,,매주 일요일,,"8,000원",,
,,,,,생 통삼겹살,,
,,,,,"13,000원",,
분식,서울특별시 강남구 청담동 44번지 11호 지상1층107호,,월-금,서울특별시 강남구 학동로 421 (청담동지상1층107호),로스카츠,11680,미소야강남구청점
,,,오전 11시 30분 - 오후 10시,,"8,000원",,
,,,,,히레카츠,,
,,,,,"9,000원",,
,,,,,옛날식 달콤한 로스카츠,,
,,,,,"9,500원",,
분식,서울특별시 강남구 삼성동 52번지 3호,02-3442-7775,월-금,서울특별시 강남구 학동로 504 1층 3호 (삼성동),모듬초밥 10개,11680,청담스시
,,,오전 11시 30분 - 오후 9시 (휴식 재료준비 : 15:00~17:00),,청담초밥 10개,,
,,,토요일,,"15,000원",,
,,,오전 11시 30분 - 오후 8시,,우동,,
,,,,,"7,000원",,
분식,서울특별시 강남구 청담동 133번지 3호 청담삼익상가 지하1층-42,,매일,서울특별시 강남구 학동로 609 지하1층 42호 (청담동 청담삼익상가 ),오룡해삼,11680,청담떡볶이
,,,오전 11시 - 오후 10시,,"80,000원",,
,,,,,황태짬뽕,,
,,,,,"10,000원",,
,,,,,삼선짬뽕,,
,,,,,"10,000원",,
분식,서울특별시 강남구 청담동 132번지 15호,,영업시간 정보가 없습니다.,서울특별시 강남구 학동로101길 19 1층 101호 (청담동),메뉴 정보가 없습니다.,11680,노가리
분식,서울특별시 강남구 청담동 134번지 20호,,"화,수,목,금,토/일",서울특별시 강남구 학동로101길 26 지하1층 37호 (청담동 청담 삼익상가),소고기선지국밥,11680,제일식당
,,,오전 11시 - 오후 8시,,"7,000원",,
,,,휴무일,,가오리(소),,
,,,"매주 월요일 (둘째,넷째 월요일만/유등축제, 개천예술제, 명절연휴기간 제외)",,"20,000원",,
,,,,,육회비빔밥(소),,
,,,,,"9,000원",,
분식,서울특별시 강남구 청담동 132번지 8호 (1층6호),02-0511-3939,영업시간 정보가 없습니다.,서울특별시 강남구 학동로101길 33 (청담동(1층6호)),메뉴 정보가 없습니다.,11680,명동손칼국수
분식,서울특별시 강남구 청담동 132번지 8호,02 5425728,매일,서울특별시 강남구 학동로101길 33 (청담동),김가네김밥,11680,김가네김밥
,,,오전 9시 - 오후 9시,,돈까스롤김밥,,
,,,,,멸추김밥,,
분식,서울특별시 강남구 청담동 133번지 6호 승창상가 102호,,영업시간 정보가 없습니다.,서울특별시 강남구 학동로101길 7 (청담동승창상가 102호),메뉴 정보가 없습니다.,11680,오대리국수
분식,서울특별시 강남구 청담동 133번지 6호 지상1층 110호,02 543 5211,모듬사시미,서울특별시 강남구 학동로101길 7 (청담동지상1층 110호),메뉴 정보가 없습니다.,11680,초밥집
,,,"55,000원",,,,
,,,특초밥,,,,
,,,"22,000원",,,,
분식,서울특별시 강남구 논현동 136번지 4호,,영업시간 정보가 없습니다.,서울특별시 강남구 학동로12길 21 지하1층 (논현동),메뉴 정보가 없습니다.,11680,또랑또랑
분식,서울특별시 강남구 논현동 48번지 1호 지하1층,,영업시간 정보가 없습니다.,서울특별시 강남구 학동로1길 22 (논현동지하1층),메뉴 정보가 없습니다.,11680,다인맛집
분식,서울특별시 강남구 논현동 127번지 14호,,월-금,서울특별시 강남구 학동로20길 13 지상1층 (논현동),떡볶이,11680,다섯손가락
,,,오전 11시 - 오후 10시,,"2,500원",,
,,,일요일,,꼬마김밥,,
,,,"24시간 영업 (매월 둘째,넷째 일요일 휴무)",,900원,,
,,,,,돈까스,,
,,,,,"7,000원",,
분식,서울특별시 강남구 논현동 133번지 16호,,영업시간 정보가 없습니다.,서울특별시 강남구 학동로20길 27 지상1층 (논현동),메뉴 정보가 없습니다.,11680,누락된업소
분식,서울특별시 강남구 논현동 147번지 3호,,월-금,서울특별시 강남구 학동로20길 58 102호 (논현동),오리지날 토스트,11680,탑토스트
,,,오전 9시 - 오후 8시,,"2,500원",,
,,,토요일,,햄 치즈 토스트,,
,,,오전 10시 - 오후 7시,,"3,000원",,
,,,,,베이컨 치즈 토스트,,
,,,,,"3,500원",,
분식,서울특별시 강남구 논현동 158번지 24호 지상1층,02 5114580,매일,서울특별시 강남구 학동로20길 63-2 (논현동지상1층),정식,11680,가정식당
,,,오전 10시 - 오후 2시,,"5,000원",,
분식,서울특별시 강남구 논현동 141번지 7호,02-3444-5488,월-금,서울특별시 강남구 학동로2길 19 (논현동),손칼국숙,11680,손국시
,,,오전 10시 - 오후 8시,,"7,000원",,
,,,토/일,,수제비,,
,,,오전 10시 - 오후 5시,,"7,000원",,
,,,,,콩국수,,
,,,,,"9,000원",,
분식,서울특별시 강남구 논현동 143번지 18호 지상1층,02 0,영업시간 정보가 없습니다.,서울특별시 강남구 학동로2길 38 (논현동지상1층),메뉴 정보가 없습니다.,11680,놀부부대찌개앤철판구이
분식,서울특별시 강남구 논현동 164번지 14호 원창빌딩,02 15772263,영업시간 정보가 없습니다.,서울특별시 강남구 학동로2길 56 지하1층 10호 (논현동),메뉴 정보가 없습니다.,11680,치밀한가
분식,서울특별시 강남구 논현동 220번지 9호,02 00000,영업시간 정보가 없습니다.,서울특별시 강남구 학동로30길 43 (논현동),메뉴 정보가 없습니다.,11680,영동칼국수
분식,서울특별시 강남구 논현동 220번지 18호,,"월-금,토",서울특별시 강남구 학동로30길 49 지상1층 103호 (논현동),보리밥,11680,엄마손 참숯 생고기
,,,오전 11시 30분 - 오후 8시 30분,,"6,000원",,
,,,"월-금,토",,칼국수,,
,,,오후 3시 30분 - 오후 5시 (Break Time(재료 준비)),,"6,000원",,
,,,,,들깨수제비,,
,,,,,"7,000원",,
분식,서울특별시 강남구 논현동 88번지 5호 1층-1,,영업시간 정보가 없습니다.,서울특별시 강남구 학동로33길 7 1층 1호 (논현동),메뉴 정보가 없습니다.,11680,사보르학동역점
분식,서울특별시 강남구 논현동 262번지 32호 지상1층,,영업시간 정보가 없습니다.,서울특별시 강남구 학동로42길 73 (논현동지상1층),메뉴 정보가 없습니다.,11680,엄마손분식
분식,서울특별시 강남구 논현동 108번지 0호 논현웰스톤상가 지하1층 109-1호,02 540 1591,"월-금,토",서울특별시 강남구 학동로43길 38 (논현동논현웰스톤상가 지하1층 109-1호),깻잎떡볶이S,11680,슈퍼집
,,,오전 11시 30분 - 오후 11시,,"8,000원",,
,,,일요일,,깻잎순대볶음,,
,,,오전 11시 30분 - 오후 10시,,"17,000원",,
,,,,,마늘떡볶이,,
,,,,,"8,000원",,
분식,서울특별시 강남구 논현동 108번지,02 5535591,후룩떡볶이 1인,서울특별시 강남구 학동로43길 38 1층 150151152153154155호 (논현동 논현웰스톤),메뉴 정보가 없습니다.,11680,인정국물떡볶이
,,,"5,500원",,,,
,,,후룩떡볶이 2인,,,,
,,,"9,000원",,,,
,,,국물떡볶이 1인,,,,
,,,"4,500원",,,,
분식,서울특별시 강남구 논현동 108번지 논현웰스톤,02 593 7773,월-금,서울특별시 강남구 학동로43길 38 지상1층 125호 (논현동 논현웰스톤),파파 매운떡볶이+주먹밥 set(2인기준),11680,파파스토리 떡볶이
,,,오전 10시 - 오후 8시 (연주무휴),,"15,000원",,
,,,"금,토/일",,파파수제 함박스테이크,,
,,,오전 10시 - 오후 8시 30분 (연중무휴),,"12,500원",,
,,,,,파파수제 돈까스,,
,,,,,"9,500원",,
분식,서울특별시 강남구 논현동 108번지 논현웰스톤,,매일,서울특별시 강남구 학동로43길 38 지하1층 B102호 (논현동 논현웰스톤),SET A,11680,게릴라 떡볶이
,,,오전 11시 - 오후 10시 (매주 월요일은 정기휴무입니다.),,"16,500원",,
,,,,,SET B,,
,,,,,"20,500원",,
,,,,,오리지널 2인,,
,,,,,"12,000원",,
분식,서울특별시 강남구 논현동 116번지 0호 지상1층,02 5182445,매일,서울특별시 강남구 학동로43길 8 (논현동지상1층),마식당 라면,11680,마식당
,,,정오 12시 - 자정 12시,,"8,000원",,
,,,,,자슈라면,,
,,,,,"10,000원",,
,,,,,규동,,
,,,,,"7,000원",,
분식,서울특별시 강남구 논현동 116번지 0호 지상1층,02 5182445,영업시간 정보가 없습니다.,서울특별시 강남구 학동로43길 8 (논현동지상1층),메뉴 정보가 없습니다.,11680,천국
분식,서울특별시 강남구 논현동 141번지 9호 지상1층,02-3446-2524,야채김밥,서울특별시 강남구 학동로4길 20 (논현동지상1층),메뉴 정보가 없습니다.,11680,김밥천국
,,,"2,000원",,,,
,,,참치마요김밥,,,,
,,,"3,500원",,,,
,,,새우날치알김밥,,,,
,,,"4,500원",,,,
분식,서울특별시 강남구 논현동 141번지 9호 명진빌딩,,매일,서울특별시 강남구 학동로4길 20 명진빌딩 1층 101호 (논현동),SET A,11680,깃발떡볶이
,,,오전 11시 - 오후 10시 (매주 월요일은 정기휴무입니다.),,"16,500원",,
,,,,,SET B,,
,,,,,"20,500원",,
,,,,,오리지널 2인,,
,,,,,"12,000원",,
분식,서울특별시 강남구 논현동 163번지 24호,02 5492041,영업시간 정보가 없습니다.,서울특별시 강남구 학동로4길 38 (논현동),메뉴 정보가 없습니다.,11680,엄마손한식뷔페
분식,서울특별시 강남구 논현동 241번지 16호 지상1층,02 5468464,영업시간 정보가 없습니다.,서울특별시 강남구 학동로50길 7 (논현동지상1층),메뉴 정보가 없습니다.,11680,화영 참숯구이
