업태명	소재지지번	소재지전화번호	영업일	소재지도로명	메뉴	시군구코드	업소명
기타	서울특별시 강남구 논현동 166번지 7호		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로122길 24 지상1층 101호 일부 (논현동)	메뉴 정보가 없습니다.	11680	송씨해물점
기타	서울특별시 강남구 논현동 166번지 7호		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로122길 24 지상1층 101호 일부 (논현동)	메뉴 정보가 없습니다.	11680	동백섬(송씨해물점)
기타	서울특별시 강남구 논현동 166번지 10호		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로122길 28 1층 (논현동)	메뉴 정보가 없습니다.	11680	마마수
기타	서울특별시 강남구 논현동 166번지 10호		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로122길 28 지상1층 2호 (논현동)	메뉴 정보가 없습니다.	11680	윤술집
기타	서울특별시 강남구 논현동 166번지 10호		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로122길 28 지상1층 2호 (논현동)	메뉴 정보가 없습니다.	11680	술동무
기타	서울특별시 강남구 논현동 166번지 10호		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로122길 28 지상1층 2호 (논현동)	메뉴 정보가 없습니다.	11680	영동집
기타	서울특별시 강남구 논현동 158번지 28호 1층-102		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로122길 55 1층 102호 (논현동)	메뉴 정보가 없습니다.	11680	쏨(SOM)
기타	서울특별시 강남구 논현동 144번지 10호		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로124길 11 지상1층 (논현동)	메뉴 정보가 없습니다.	11680	새벽꼬치
기타	서울특별시 강남구 논현동 161번지 7호		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로124길 30 지상1층 104호 (논현동)	메뉴 정보가 없습니다.	11680	영동주간
기타	서울특별시 강남구 논현동 143번지 16호 3층	02 517 6119	영업시간 정보가 없습니다.	서울특별시 강남구 강남대로124길 3-6 3층 (논현동)	메뉴 정보가 없습니다.	11680	태권브이
기타	서울특별시 강남구 논현동 159번지		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로124길 36 지상1층 (논현동)	메뉴 정보가 없습니다.	11680	지랄닭발 논현점
기타	서울특별시 강남구 논현동 143번지 16호 호은빌딩		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로124길 3-6 지상1층 (논현동)	메뉴 정보가 없습니다.	11680	포스비어
기타	서울특별시 강남구 논현동 143번지 23호		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로124길 5 지상1층 102호 (논현동)	메뉴 정보가 없습니다.	11680	마르케
기타	서울특별시 강남구 논현동 125번지 9호 NSH빌딩		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로128길 67 NSH빌딩 지하1층 (논현동)	메뉴 정보가 없습니다.	11680	선데이텐에이엠&매듭
기타	서울특별시 강남구 논현동 49번지 3호	02 511 2050	영업시간 정보가 없습니다.	서울특별시 강남구 강남대로136길 6 지상1층 (논현동 지형빌딩)	메뉴 정보가 없습니다.	11680	카페또로고스
기타	서울특별시 강남구 논현동 49번지 3호		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로136길 6 지하1층 (논현동)	메뉴 정보가 없습니다.	11680	덤덤
기타	서울특별시 강남구 논현동 25번지 6호		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로136길 63 지하1층 (논현동)	메뉴 정보가 없습니다.	11680	수목금토
기타	서울특별시 강남구 논현동 21번지 16호		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로140길 9 지하1층 (논현동)	메뉴 정보가 없습니다.	11680	카페 비피유(CAFE BPU)
기타	서울특별시 강남구 논현동 22번지	02-3442-5345	영업시간 정보가 없습니다.	서울특별시 강남구 강남대로146길 28 201동 지하1층 2호 (논현동 논현아파트)	메뉴 정보가 없습니다.	11680	미스터파파 임실치즈피자
기타	서울특별시 강남구 신사동 512번지 18호		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로152길 13 2층 (신사동)	메뉴 정보가 없습니다.	11680	파더스비어(Father's Beer)
기타	서울특별시 강남구 신사동 512번지 12호		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로152길 21 지상1층 (신사동)	메뉴 정보가 없습니다.	11680	김작가의 이중생활 신사가로수길점
기타	서울특별시 강남구 신사동 515번지 10호		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로152길 33 지상1층 (신사동)	메뉴 정보가 없습니다.	11680	라이언스 위스키
기타	서울특별시 강남구 신사동 515번지 10호		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로152길 33 지하1층 (신사동)	메뉴 정보가 없습니다.	11680	로얄블랙
기타	서울특별시 강남구 신사동 540번지 18호	02 69566780	영업시간 정보가 없습니다.	서울특별시 강남구 강남대로152길 69 지상1층 (신사동)	메뉴 정보가 없습니다.	11680	칙피스(chickpeace)
기타	서울특별시 강남구 신사동 539번지 5호 지하1층		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로152길 70 (신사동지하1층)	메뉴 정보가 없습니다.	11680	꼴통
기타	서울특별시 강남구 신사동 511번지 14호		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로154길 19 지하1층 (신사동)	메뉴 정보가 없습니다.	11680	에이쓰리커피집
기타	서울특별시 강남구 신사동 511번지 13호		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로154길 21 2층 202호 (신사동)	메뉴 정보가 없습니다.	11680	무아(MUA)
기타	서울특별시 강남구 신사동 516번지 16호		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로154길 33 1층 (신사동)	메뉴 정보가 없습니다.	11680	식물학
기타	서울특별시 강남구 신사동 516번지 12호		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로154길 41 12층 (신사동)	메뉴 정보가 없습니다.	11680	가로수길 소소
기타	서울특별시 강남구 신사동 516번지 12호		매일	서울특별시 강남구 강남대로154길 41 1층 (신사동)	조개구이/찜(소)	11680	더(The) 미친주방장
			오후 4시 - 오전 1시		"35,000원"		
					조개구이/찜(중)		
					"45,000원"		
					조개구이/찜(대)		
					"55,000원"		
기타	서울특별시 강남구 신사동 511번지 1호 다복빌딩		매일	서울특별시 강남구 강남대로156길 12 다복빌딩 1층 (신사동)	마르게리따 팩	11680	컨버터(CONVERTOR)
			오전 11시 30분 - 오후 11시		"8,500원"		
					마리나라 팩		
					"8,500원"		
					아스파라거스&베이컨 팩		
					"11,000원"		
기타	서울특별시 강남구 신사동 511번지 9호		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로156길 24 1층 (신사동)	메뉴 정보가 없습니다.	11680	쥬씨 신사역점
기타	서울특별시 강남구 신사동 516번지 5호		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로156길 30 지상1층 (신사동)	메뉴 정보가 없습니다.	11680	핏자당
기타	서울특별시 강남구 신사동 517번지 10호		매일	서울특별시 강남구 강남대로156길 31 지상1층 (신사동)	아메리카노	11680	카페엘씨엘로(cafe el cielo)
			정오 12시 - 오후 11시		"4,800원"		
			일요일		카페 콘파냐		
			정오 12시 - 오후 10시		"5,000원"		
					라떼		
					"5,800원"		
기타	서울특별시 강남구 신사동 517번지 19호		매일	서울특별시 강남구 강남대로156길 31-15 1층 (신사동)	아메리카노 (HOT)	11680	캐쥬얼커피(CASUAL COFFEE)
			오전 9시 - 오후 9시		"2,500원"		
					카페라떼 (HOT)		
					"3,300원"		
					카푸치노 (HOT)		
					"3,300원"		
기타	서울특별시 강남구 신사동 517번지 14호		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로156길 31-7 지상1층 (신사동)	메뉴 정보가 없습니다.	11680	디자인마또
기타	서울특별시 강남구 신사동 516번지 8호	02 517 2001	"월-목,일"	서울특별시 강남구 강남대로156길 36 1층 (신사동)	수제닭꼬치스페셜(소)	11680	청담정스시 가로수길점
			오전 11시 30분 - 자정 12시		"15,000원"		
			"금,토"		츠키지풍 모둠초밥		
			오전 11시 30분 - 오전 2시		"20,000원"		
					소고기 해물 나베		
					"24,000원"		
기타	서울특별시 강남구 신사동 516번지 8호	02 517 2001	월-금	서울특별시 강남구 강남대로156길 36 1층 (신사동)	모듬사시미	11680	청담이상 가로수길점
			오후 5시 30분 - 오전 2시		"60,000원"		
			"금,토"		광어 고노와다		
			오후 5시 30분 - 오전 3시		"22,000원"		
					참치타다끼		
					"20,000원"		
기타	서울특별시 강남구 신사동 535번지 10호		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로156길 45 지상5층 (신사동)	메뉴 정보가 없습니다.	11680	숲숨 그레이
기타	서울특별시 강남구 신사동 535번지 10호		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로156길 45 지상5층 (신사동)	메뉴 정보가 없습니다.	11680	문온더 힙
기타	서울특별시 강남구 신사동 536번지		매일	서울특별시 강남구 강남대로156길 46 5층 (신사동)	에스프레소	11680	나다움 표현관 라운지
			오전 10시 - 오후 11시		"3,800원"		
					아메리카노		
					"3,800원"		
					카푸치노		
					"4,500원"		
기타	서울특별시 강남구 신사동 519번지 17호		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로158길 45 지상1층 (신사동)	메뉴 정보가 없습니다.	11680	평화다방 가로수길점
기타	서울특별시 강남구 신사동 521번지 3호		"월-금,토"	서울특별시 강남구 강남대로160길 23 1층 101호 (신사동)	사시미	11680	교텐
			오후 5시 - 오전 1시 (매주 일요일 휴무)		추천메뉴		
					매일 조금씩 바뀜		
기타	서울특별시 강남구 신사동 521번지 20호		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로160길 35-5 지하1층 (신사동)	메뉴 정보가 없습니다.	11680	프로그레시브
기타	서울특별시 강남구 신사동 521번지 20호		월-금	서울특별시 강남구 강남대로160길 35-5 지하1층 (신사동)	아메리카노	11680	네모형(NEMO HYUNG)
			오전 9시 - 오후 7시		"2,900원"		
			토요일		카페라떼/카푸치노		
			오전 9시 - 오후 5시		"4,000원"		
					바닐라라떼/카라멜마끼아또		
					"4,500원"		
기타	서울특별시 강남구 신사동 521번지 20호		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로160길 35-5 지하1층 (신사동)	메뉴 정보가 없습니다.	11680	네모네(NEMONE)
기타	서울특별시 강남구 신사동 520번지 12호		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로160길 37 1층 (신사동)	메뉴 정보가 없습니다.	11680	브브스 VVS
기타	서울특별시 강남구 신사동 534번지 23호		"월-수,일"	서울특별시 강남구 강남대로160길 47 지상1층 (신사동)	모둠전	11680	타이지엔 신사점
			오후 4시 - 오전 2시 30분 (01시 주방오더 마감 입니다)		"23,000원"		
			"목,금,토"		육전		
			오후 4시 - 오전 4시 30분 (03시 주방오더 마감 입니다)		"28,000원"		
					감자전		
					"18,000원"		
기타	서울특별시 강남구 신사동 534번지 23호		매일	서울특별시 강남구 강남대로160길 47 지상1층 (신사동)	차돌된장찌개	11680	행복당 서울1호점
			오전 5시 - 오후 10시 30분		"9,300원"		
					황태해장국		
					"9,000원"		
					해물순두부찌개		
					"9,300원"		
기타	서울특별시 강남구 신사동 523번지 10호		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로162길 27-16 지상1층 (신사동)	메뉴 정보가 없습니다.	11680	카페굼CafeGoom
기타	서울특별시 강남구 신사동 523번지 10호		매일	서울특별시 강남구 강남대로162길 27-16 지상1층 (신사동)	솔티드카라멜	11680	이스케이브 ESCAVE
			오전 11시 30분 - 오후 11시		"7,000원"		
					카페라떼		
					"6,000원"		
					레몬진저티		
					"7,000원"		
기타	서울특별시 강남구 신사동 521번지 21호		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로162길 30 4층 (신사동)	메뉴 정보가 없습니다.	11680	구름(9Ruem)
기타	서울특별시 강남구 신사동 521번지 22호		매일	서울특별시 강남구 강남대로162길 32 1층 (신사동)	당근케이크 오리지널	11680	더닐크팩토리(The nilk factory)
			오전 11시 - 오후 10시		"7,500원"		
					당근케이크 무설탕		
					"7,000원"		
					아보카도 초코크림 비건케이크		
					"7,500원"		
기타	서울특별시 강남구 신사동 523번지 17호		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로162길 35 1층 101호 (신사동 화이트빌라)	메뉴 정보가 없습니다.	11680	그릴파이브
기타	서울특별시 강남구 신사동 523번지 17호		영업시간 정보가 없습니다.	서울특별시 강남구 강남대로162길 35 1층 101호 (신사동 화이트빌라)	메뉴 정보가 없습니다.	11680	도산분식 가로수길점
